arquivo,cod_estacao,nome_estacao,tipo_estacao,latitude,longitude,altitude_m,periodicidade_fonte,ano,variavel,coluna_detectada,n_registros,n_validos,n_ausentes,pct_validos,n_datas_com_registro,n_datas_com_valor,n_meses_com_valor,inicio_local,fim_local,minimo,p01,mediana,p99,maximo
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2023,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,8759,1,99.9885844748859,365,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,17.1,20.4,27.1,36.942,39.6
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2023,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,8655,105,98.8013698630137,365,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,23,31,70,100,100
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2023,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,8759,1,99.9885844748859,365,365,12,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0,0,0,5.9,8.3
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2024,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8784,8784,0,100,366,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,1,26,164,329,360
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2024,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8784,8784,0,100,366,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,966.2,969.3,974.8,981.3,982.9
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2024,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8784,8784,0,100,366,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,17,19.9,27.3,36.417,38.4
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2024,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8784,8248,536,93.8979963570127,366,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,26,35,70,100,100
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2024,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8784,8784,0,100,366,366,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0,0,0,5.5,7.8
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2025,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8757,8753,4,99.9543222564805,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,1,33,164,306.48,360
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2025,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8757,8753,4,99.9543222564805,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,967.1,969,975,981.6,983.5
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2025,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8757,8753,4,99.9543222564805,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,17.8,20,27,36.1,38.9
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2025,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8757,8456,301,96.5627498001599,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,26,35,70,100,100
dados_A329_H_2017-01-01_2025-12-31.csv,A329,CABROBO,AUTOMATICA,-8.50388888,-39.31527777,342.74,Horaria,2025,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8757,8753,4,99.9543222564805,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0,0,0,4.7,7.9
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2017,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,8051,709,91.9063926940639,365,337,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,2,41,162,263.5,360
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2017,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,8051,709,91.9063926940639,365,337,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,944,945.35,950,955.1,956.8
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2017,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,8051,709,91.9063926940639,365,337,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,13.6,17.5,22.5,32.3,35.4
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2017,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,7648,1112,87.3059360730594,365,335,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,26,32,80,100,100
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2017,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,8051,709,91.9063926940639,365,337,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,0.1,0.4,3.5,6.55,8.6
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2018,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,6255,2505,71.4041095890411,365,285,11,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,2,14,97,247.46,360
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2018,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,6369,2391,72.7054794520548,365,294,11,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,914.6,917,923.1,951.5,953.8
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2018,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,6248,2512,71.324200913242,365,286,11,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,15.6,16.5,21.6,31.3,34
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2018,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,6425,2335,73.3447488584475,365,304,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,26,35,82,100,100
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2018,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,6255,2505,71.4041095890411,365,285,11,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0.2,0.5,3.2,6.3,8.4
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2019,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,8760,0,100,365,365,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,1,14,89,256.459999999999,360
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2019,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,8760,0,100,365,365,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,914.9,917.1,921,925.9,927.4
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2019,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,8760,0,100,365,365,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,15.8,16.9,20.2,29.4,33.1
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2019,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,8646,114,98.6986301369863,365,365,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,27,41,92,98,100
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2019,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,8760,0,100,365,365,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0.2,1,2.8,5.9,8.9
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2020,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,1,13,90,277.34,360
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2020,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,914.6,917.1,921,924.917,926.8
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2020,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,15.6,16.6,20.5,29.5,32.5
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2020,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8784,8390,394,95.5145719489982,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,25,43,92,100,100
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2020,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,0.3,0.8,2.6,6,9.4
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2021,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,595,8165,6.79223744292237,365,26,2,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,17,28.94,80,152.06,185
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2021,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,595,8165,6.79223744292237,365,26,2,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,916.5,917,919.4,922.1,922.8
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2021,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,594,8166,6.78082191780822,365,25,1,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,18.1,18.3,20.3,28.7,29.9
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2021,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,414,8346,4.72602739726027,365,25,1,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,40,43,76,100,100
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2021,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,595,8165,6.79223744292237,365,26,2,2021-01-01T03:00:00Z,2022-01-01T02:00:00Z,0.5,0.8,2.3,5.006,6.2
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2022,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,1955,6805,22.3173515981735,365,84,3,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,12,31.54,132,199.76,356
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2022,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,3133,5627,35.7648401826484,365,134,6,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,917.3,918.7,921.5,924.8,925.8
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2022,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,3132,5628,35.7534246575342,365,133,6,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,14.8,16.231,18.6,25.569,27.9
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2022,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,3132,5628,35.7534246575342,365,133,6,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,45,54.31,92,95,95
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2022,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,1955,6805,22.3173515981735,365,84,3,2022-01-01T03:00:00Z,2023-01-01T02:00:00Z,0.3,0.7,2.4,5.746,6.9
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2023,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,5690,3070,64.9543378995434,365,238,8,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,1,18,91,186.11,360
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2023,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,4959,3801,56.6095890410959,365,238,8,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,915.2,917.2,921.3,925.7,927.1
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2023,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,5690,3070,64.9543378995434,365,238,8,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,16,16.8,19.7,28.7,30.5
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2023,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,5690,3070,64.9543378995434,365,238,8,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,34,44.89,93,96,97
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2023,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,5690,3070,64.9543378995434,365,238,8,2023-01-01T03:00:00Z,2024-01-01T02:00:00Z,0.2,0.9,2.2,5.2,7.7
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2024,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8784,8224,560,93.6247723132969,366,363,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,1,12,87,255.619999999997,360
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2024,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8784,8113,671,92.3611111111111,366,363,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,915.8,917,920.7,925.4,926.6
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2024,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8784,8225,559,93.6361566484517,366,363,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,15.3,16.7,20.8,29.4,31.1
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2024,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8784,8225,559,93.6361566484517,366,363,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,34,43,91,98,98
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2024,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8784,8224,560,93.6247723132969,366,363,12,2024-01-01T03:00:00Z,2025-01-01T02:00:00Z,0.2,0.8,2.1,5.2,7.1
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2025,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8757,8754,3,99.9657416923604,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,1,17,91,181,359
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2025,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8757,8754,3,99.9657416923604,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,914.8,916.553,920.9,925.2,927.2
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2025,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8757,8754,3,99.9657416923604,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,15.6,16.6,19.9,29.2,31.4
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2025,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8757,8754,3,99.9657416923604,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,27,42,93,98,98
dados_A341_H_2017-01-01_2025-12-31.csv,A341,CARUARU,AUTOMATICA,-8.35611111,-36.02833332,837,Horaria,2025,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8757,8754,3,99.9657416923604,365,365,12,2025-01-01T03:00:00Z,2025-12-31T23:00:00Z,0.2,0.8,2.1,5.64699999999994,7.3
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2017,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,8069,691,92.1118721461187,365,361,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,1,23.68,155,266.32,360
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2017,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,8069,691,92.1118721461187,365,361,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,956.5,958.4,964.5,970.6,972
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2017,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,8069,691,92.1118721461187,365,361,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,15.3,17.768,25.5,35.9,39
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2017,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,8069,691,92.1118721461187,365,361,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,12,20.68,61,92,94
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2017,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,8069,691,92.1118721461187,365,361,12,2017-01-01T03:00:00Z,2018-01-01T02:00:00Z,0.2,0.7,3.3,7.3,9.4
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2018,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,8760,0,100,365,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,1,14,149,337,360
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2018,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,8760,0,100,365,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,955.9,958.5,964.5,970.2,971.7
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2018,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,8760,0,100,365,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,14.9,17.5,25.4,35.7,37.7
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2018,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,8760,0,100,365,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,15,20,62,92,94
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2018,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,8760,0,100,365,365,12,2018-01-01T03:00:00Z,2019-01-01T02:00:00Z,0.1,0.5,2.9,6.7,9.3
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2019,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8760,7492,1268,85.5251141552512,365,337,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,1,17,151,330.09,360
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2019,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8760,7491,1269,85.513698630137,365,337,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,955.7,958.7,964.4,970.5,972.1
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2019,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8760,7492,1268,85.5251141552512,365,337,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,15.9,18.391,25.9,35.7,40.2
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2019,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8760,7492,1268,85.5251141552512,365,337,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,11,19,60,92,96
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2019,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8760,7492,1268,85.5251141552512,365,337,12,2019-01-01T03:00:00Z,2020-01-01T02:00:00Z,0.1,0.5,3,6.8,9
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2020,direcao_vento_graus,"VENTO, DIRECAO HORARIA (gr)(° (gr))",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,1,13,152,343.34,360
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2020,pressao_estacao_hpa,"PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA(mB)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,957,959.2,964.5,969.817,972.2
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2020,temperatura_ar_c,"TEMPERATURA DO AR - BULBO SECO, HORARIA(°C)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,12.5,16.6,24.9,35,37.3
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2020,umidade_relativa_pct,"UMIDADE RELATIVA DO AR, HORARIA(%)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,14,23,68,93,96
dados_A349_H_2017-01-01_2025-12-31.csv,A349,IBIMIRIM,AUTOMATICA,-8.50944444,-37.71166666,434.23,Horaria,2020,velocidade_vento_ms,"VENTO, VELOCIDADE HORARIA(m/s)",8784,8784,0,100,366,366,12,2020-01-01T03:00:00Z,2021-01-01T02:00:00Z,0.1,0.4,2.4,6.31700000000001,8.8
