estacao_historica,ano_alvo,fonte_dados,cod_estacao,nome_estacao_9b,estacao_mp10,municipio_mp10,distancia_km,nota,nome_estacao_qaqc,intervalo_modal_min,n_esperado_dia,confianca_cadencia,cadencia_inconsistente,n_dias_algum_valor_ano,n_dias_90_ano,prop_90_ano,n_meses_80pct_dias_90,maior_lacuna_sem_90,n_dias_mp10_validos,n_overlap_algum,n_overlap_75,n_overlap_80,n_overlap_90,n_overlap_100,pct_overlap_algum,pct_overlap_75,pct_overlap_80,pct_overlap_90,pct_overlap_100,candidato_com_valor_no_ano
CUPE,2021,CEMADEN,261160606A,Dois Unidos,EDCUPE,Ipojuca,46.9912563204845,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Dois Unidos,60,24,BAIXA,TRUE,365,358,0.980821917808219,12,3,347,347,342,341,341,339,100,98.5590778097983,98.2708933717579,98.2708933717579,97.6945244956772,TRUE
CUPE,2021,CEMADEN,260790103G,Curado II,EDCUPE,Ipojuca,35.3545949089098,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Curado II,60,24,BAIXA,TRUE,361,358,0.980821917808219,12,6,347,343,342,340,340,339,98.8472622478386,98.5590778097983,97.9827089337176,97.9827089337176,97.6945244956772,TRUE
CUPE,2021,CEMADEN,260290203A,Torrinha,EDCUPE,Ipojuca,12.3419267993948,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Torrinha,60,24,BAIXA,TRUE,365,357,0.978082191780822,12,3,347,347,341,341,340,337,100,98.2708933717579,98.2708933717579,97.9827089337176,97.1181556195965,TRUE
CUPE,2021,CEMADEN,260960001G,Caixa D'Água,EDCUPE,Ipojuca,47.2569631403851,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Caixa D'Água,60,24,BAIXA,TRUE,362,356,0.975342465753425,12,6,347,344,341,340,339,338,99.135446685879,98.2708933717579,97.9827089337176,97.6945244956772,97.4063400576369,TRUE
CUPE,2021,CEMADEN,261370104A,Rua dos Milagres,EDCUPE,Ipojuca,43.1958609062203,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Rua dos Milagres,60,24,BAIXA,TRUE,361,356,0.975342465753425,11,7,347,343,339,338,338,323,98.8472622478386,97.6945244956772,97.4063400576369,97.4063400576369,93.0835734870317,TRUE
CUPE,2021,CEMADEN,261160610A,Alto Mandu,EDCUPE,Ipojuca,43.4576767389646,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Alto Mandu,60,24,BAIXA,TRUE,361,355,0.972602739726027,11,8,347,343,338,338,337,321,98.8472622478386,97.4063400576369,97.4063400576369,97.1181556195965,92.507204610951,TRUE
CUPE,2021,CEMADEN,260720801G,Campo do Avião,EDCUPE,Ipojuca,1.69909448841243,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Campo do Avião,60,24,BAIXA,TRUE,365,354,0.96986301369863,12,3,347,347,343,340,336,331,100,98.8472622478386,97.9827089337176,96.8299711815562,95.3890489913545,TRUE
CUPE,2021,CEMADEN,260290204A,Enseado dos Corais,EDCUPE,Ipojuca,12.1770872579976,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Enseado dos Corais,60,24,BAIXA,TRUE,361,354,0.96986301369863,11,8,347,343,338,337,336,320,98.8472622478386,97.4063400576369,97.1181556195965,96.8299711815562,92.2190201729107,TRUE
CUPE,2021,CEMADEN,261420401A,Centro,EDCUPE,Ipojuca,23.0602761438403,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Centro,60,24,BAIXA,TRUE,362,354,0.96986301369863,11,7,347,344,339,337,336,331,99.135446685879,97.6945244956772,97.1181556195965,96.8299711815562,95.3890489913545,TRUE
CUPE,2021,CEMADEN,261640704A,Livramento,EDCUPE,Ipojuca,41.6191257383009,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Livramento,60,24,BAIXA,TRUE,356,354,0.96986301369863,11,10,347,338,336,336,336,325,97.4063400576369,96.8299711815562,96.8299711815562,96.8299711815562,93.6599423631124,TRUE
CUPE,2021,CEMADEN,260345406A,Aldeia,EDCUPE,Ipojuca,49.240573885418,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Aldeia,60,24,BAIXA,TRUE,364,354,0.96986301369863,11,7,347,346,337,337,336,317,99.7118155619597,97.1181556195965,97.1181556195965,96.8299711815562,91.3544668587896,TRUE
CUPE,2021,CEMADEN,260720802A,Camela,EDCUPE,Ipojuca,15.3107152412702,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Camela,60,24,ALTA,FALSE,359,353,0.967123287671233,11,7,347,341,338,337,335,300,98.2708933717579,97.4063400576369,97.1181556195965,96.5417867435159,86.4553314121038,TRUE
CUPE,2021,CEMADEN,260960004A,Jardim Fragoso,EDCUPE,Ipojuca,49.6008690074047,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Jardim Fragoso,60,24,BAIXA,TRUE,358,351,0.961643835616438,11,7,347,340,335,335,335,332,97.9827089337176,96.5417867435159,96.5417867435159,96.5417867435159,95.6772334293948,TRUE
CUPE,2021,CEMADEN,261180401A,Bandeirante,EDCUPE,Ipojuca,39.5222245176756,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Bandeirante,60,24,BAIXA,TRUE,361,352,0.964383561643836,11,7,347,343,338,336,334,319,98.8472622478386,97.4063400576369,96.8299711815562,96.2536023054755,91.9308357348703,TRUE
CUPE,2021,CEMADEN,261370102A,Nossa Senhora da Luz,EDCUPE,Ipojuca,40.5758768411623,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Nossa Senhora da Luz,60,24,BAIXA,TRUE,365,351,0.961643835616438,11,5,347,347,340,340,333,317,100,97.9827089337176,97.9827089337176,95.9654178674352,91.3544668587896,TRUE
CUPE,2021,CEMADEN,260590501A,Centro,EDCUPE,Ipojuca,43.1933909858716,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Centro,60,24,BAIXA,TRUE,361,351,0.961643835616438,11,8,347,343,338,336,333,316,98.8472622478386,97.4063400576369,96.8299711815562,95.9654178674352,91.0662824207493,TRUE
CUPE,2021,CEMADEN,261160609G,UR12 - COHAB,EDCUPE,Ipojuca,32.1442596676448,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,UR12 - COHAB,60,24,BAIXA,TRUE,359,349,0.956164383561644,11,7,347,341,337,335,331,318,98.2708933717579,97.1181556195965,96.5417867435159,95.3890489913545,91.64265129683,TRUE
CUPE,2021,CEMADEN,261190302A,Cocaú,EDCUPE,Ipojuca,36.7326572733228,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Cocaú,60,24,BAIXA,TRUE,363,349,0.956164383561644,11,8,347,345,335,333,331,318,99.4236311239193,96.5417867435159,95.9654178674352,95.3890489913545,91.64265129683,TRUE
CUPE,2021,CEMADEN,260940201A,Bonança,EDCUPE,Ipojuca,36.5710205481279,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Bonança,60,24,BAIXA,TRUE,361,347,0.950684931506849,11,7,347,343,332,332,329,327,98.8472622478386,95.6772334293948,95.6772334293948,94.8126801152738,94.2363112391931,TRUE
CUPE,2021,CEMADEN,261160603G,Brega e Chique,EDCUPE,Ipojuca,40.5684493404445,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Brega e Chique,60,24,BAIXA,TRUE,363,347,0.950684931506849,10,7,347,345,338,336,329,320,99.4236311239193,97.4063400576369,96.8299711815562,94.8126801152738,92.2190201729107,TRUE
CUPE,2021,CEMADEN,261190301A,Centro,EDCUPE,Ipojuca,31.6890427471465,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Centro,60,24,BAIXA,TRUE,365,345,0.945205479452055,11,3,347,347,337,334,328,320,100,97.1181556195965,96.2536023054755,94.5244956772334,92.2190201729107,TRUE
CUPE,2021,CEMADEN,261160601A,Varzea,EDCUPE,Ipojuca,40.7974052431359,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Varzea,60,24,BAIXA,TRUE,355,343,0.93972602739726,11,8,347,337,328,327,326,325,97.1181556195965,94.5244956772334,94.2363112391931,93.9481268011527,93.6599423631124,TRUE
CUPE,2021,CEMADEN,261160609A,Imbiribeira | UPA da Imbiribeira,EDCUPE,Ipojuca,33.8776438734757,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Imbiribeira,60,24,BAIXA,TRUE,363,339,0.928767123287671,11,4,347,345,329,325,322,311,99.4236311239193,94.8126801152738,93.6599423631124,92.7953890489914,89.6253602305476,TRUE
CUPE,2021,CEMADEN,261140801A,Centro | Residencial Primavera,EDCUPE,Ipojuca,34.3468638544025,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Residencial Primavera,60,24,ALTA,FALSE,362,336,0.920547945205479,10,8,347,344,334,328,321,274,99.135446685879,96.2536023054755,94.5244956772334,92.507204610951,78.9625360230548,TRUE
CUPE,2021,CEMADEN,261160607A,Alto do Céu,EDCUPE,Ipojuca,45.9837169839264,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Alto do Céu,60,24,BAIXA,TRUE,349,330,0.904109589041096,9,8,347,331,314,313,312,308,95.3890489913545,90.4899135446686,90.2017291066282,89.9135446685879,88.7608069164265,TRUE
CUPE,2021,CEMADEN,260790103A,Cavaleiro,EDCUPE,Ipojuca,34.4564927035194,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Cavaleiro,60,24,BAIXA,TRUE,343,317,0.868493150684932,9,27,347,325,312,311,309,294,93.6599423631124,89.9135446685879,89.6253602305476,89.0489913544669,84.7262247838617,TRUE
CUPE,2021,CEMADEN,260140901A,Barreiros,EDCUPE,Ipojuca,49.2731523055016,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Barreiros,60,24,ALTA,FALSE,344,323,0.884931506849315,11,30,347,326,311,309,305,295,93.9481268011527,89.6253602305476,89.0489913544669,87.8962536023055,85.014409221902,TRUE
CUPE,2021,CEMADEN,260960002A,Aguazinha,EDCUPE,Ipojuca,47.5305215069283,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Aguazinha,60,24,BAIXA,TRUE,306,305,0.835616438356164,10,59,347,299,298,298,298,292,86.1671469740634,85.8789625360231,85.8789625360231,85.8789625360231,84.149855907781,TRUE
CUPE,2021,CEMADEN,260960001A,Águas Compridas,EDCUPE,Ipojuca,48.3013605523897,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Águas Compridas,60,24,BAIXA,TRUE,306,301,0.824657534246575,10,58,347,299,294,294,294,292,86.1671469740634,84.7262247838617,84.7262247838617,84.7262247838617,84.149855907781,TRUE
CUPE,2021,INMET,A301,RECIFE,EDCUPE,Ipojuca,38.7434579472453,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,RECIFE,60,24,ALTA,FALSE,313,311,0.852054794520548,10,51,347,295,294,294,293,278,85.014409221902,84.7262247838617,84.7262247838617,84.4380403458213,80.1152737752162,TRUE
CUPE,2021,CEMADEN,260345402A,Alberto Maia,EDCUPE,Ipojuca,42.2122699811446,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Alberto Maia,60,24,BAIXA,TRUE,303,299,0.819178082191781,10,63,347,296,293,292,292,290,85.3025936599424,84.4380403458213,84.149855907781,84.149855907781,83.5734870317003,TRUE
CUPE,2021,CEMADEN,260790101G,Socorro,EDCUPE,Ipojuca,32.8891991602433,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Socorro,60,24,BAIXA,TRUE,307,298,0.816438356164383,10,59,347,300,295,293,291,288,86.4553314121038,85.014409221902,84.4380403458213,83.8616714697406,82.9971181556196,TRUE
CUPE,2021,CEMADEN,261160605G,UR3 - Ibura,EDCUPE,Ipojuca,33.1466387026781,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,UR3 - Ibura,60,24,BAIXA,TRUE,302,296,0.810958904109589,10,64,347,295,292,290,289,285,85.014409221902,84.149855907781,83.5734870317003,83.28530259366,82.1325648414986,TRUE
CUPE,2021,CEMADEN,261160611G,UR12 - COHAB II,EDCUPE,Ipojuca,31.8527186950532,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,UR12 - COHAB II,60,24,BAIXA,TRUE,292,289,0.791780821917808,9,75,347,287,285,284,284,283,82.7089337175793,82.1325648414986,81.8443804034582,81.8443804034582,81.5561959654179,TRUE
CUPE,2021,CEMADEN,261160619A,San Martin,EDCUPE,Ipojuca,38.3573966560215,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,San Martin,60,24,BAIXA,TRUE,298,281,0.76986301369863,8,61,347,291,280,279,277,271,83.8616714697406,80.6916426512968,80.4034582132565,79.8270893371758,78.0979827089337,TRUE
CUPE,2021,CEMADEN,261130901A,Vila São José,EDCUPE,Ipojuca,48.7743163999072,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Vila São José,60,24,BAIXA,TRUE,290,281,0.76986301369863,8,72,347,285,279,278,276,263,82.1325648414986,80.4034582132565,80.1152737752162,79.5389048991355,75.792507204611,TRUE
CUPE,2021,CEMADEN,261160608A,Corrego Jenipapo,EDCUPE,Ipojuca,44.9982571757816,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Corrego Jenipapo,60,24,BAIXA,TRUE,290,277,0.758904109589041,9,77,347,272,265,263,260,259,78.3861671469741,76.3688760806917,75.792507204611,74.9279538904899,74.6397694524496,TRUE
CUPE,2021,CEMADEN,261640702A,Bairro C,EDCUPE,Ipojuca,43.6765091008759,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Bairro C,60,24,BAIXA,TRUE,290,266,0.728767123287671,9,64,347,283,261,260,259,247,81.5561959654179,75.2161383285303,74.9279538904899,74.6397694524496,71.1815561959654,TRUE
CUPE,2021,CEMADEN,261160623A,RECIFE - APAC,EDCUPE,Ipojuca,43.3487218138601,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,RECIFE - APAC,60,24,BAIXA,TRUE,360,233,0.638356164383562,7,68,347,342,222,222,219,206,98.5590778097983,63.9769452449568,63.9769452449568,63.1123919308357,59.3659942363112,TRUE
CUPE,2021,CEMADEN,260790104G,Alto do Reservatório,EDCUPE,Ipojuca,34.0700744136745,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Alto do Reservatório,60,24,BAIXA,TRUE,236,236,0.646575342465753,7,129,347,218,218,218,218,218,62.8242074927954,62.8242074927954,62.8242074927954,62.8242074927954,62.8242074927954,TRUE
CUPE,2021,CEMADEN,260790109A,Barra de Jangada,EDCUPE,Ipojuca,23.2215217636625,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Barra de Jangada,60,24,BAIXA,TRUE,230,229,0.627397260273973,7,136,347,212,211,211,211,204,61.0951008645533,60.806916426513,60.806916426513,60.806916426513,58.7896253602306,TRUE
CUPE,2021,CEMADEN,260345401G,Convento Carmelo,EDCUPE,Ipojuca,42.6011259328151,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Convento Carmelo,60,24,BAIXA,TRUE,217,215,0.589041095890411,7,149,347,212,211,210,210,208,61.0951008645533,60.806916426513,60.5187319884726,60.5187319884726,59.9423631123919,TRUE
CUPE,2021,CEMADEN,261370105A,SAO LOURENCO DA MATA - APAC,EDCUPE,Ipojuca,44.8556261864665,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,SAO LOURENCO DA MATA - APAC,60,24,BAIXA,TRUE,219,215,0.589041095890411,7,148,347,214,212,211,210,206,61.671469740634,61.0951008645533,60.806916426513,60.5187319884726,59.3659942363112,TRUE
CUPE,2021,CEMADEN,260290202A,Charneca,EDCUPE,Ipojuca,11.2832131026728,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Charneca,60,24,BAIXA,TRUE,266,201,0.550684931506849,6,101,347,248,194,194,194,192,71.4697406340058,55.9077809798271,55.9077809798271,55.9077809798271,55.3314121037464,TRUE
CUPE,2021,CEMADEN,261160618A,Torreão,EDCUPE,Ipojuca,43.7484563350998,CUPE 2021; EDCUPE 2024 usada apenas como referencia espacial provisoria,Torreão,60,24,BAIXA,TRUE,266,204,0.558904109589041,6,63,347,250,194,191,189,183,72.0461095100865,55.9077809798271,55.0432276657061,54.4668587896254,52.7377521613833,TRUE
